Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
7/13/2017,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Thursday,NORTHERN,"ARREST, BOOKED",0 Block of GROVE ST,-122.4174299,37.77853494
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,2000 Block of MARKET ST,-122.4269556,37.76924706
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,MISSION,NONE,400 Block of SOUTH VAN NESS AV,-122.4176629,37.76627443
7/13/2017,VANDALISM,VANDALISM OR GRAFFITI ON OR WITHIN 100 FT OF HIGHWAY,Thursday,SOUTHERN,NONE,100 Block of VALENCIA ST,-122.422513,37.77071077
7/13/2017,WARRANTS,WARRANT ARREST,Thursday,NORTHERN,"ARREST, BOOKED",1400 Block of SUTTER ST,-122.4242301,37.78717856
7/13/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,MISSION,NONE,1200 Block of SOUTH VAN NESS AV,-122.4162691,37.75315902
7/13/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,CENTRAL,NONE,700 Block of GRANT AV,-122.4062462,37.79361123
7/13/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,INGLESIDE,NONE,600 Block of PORTOLA DR,-122.4519044,37.74529934
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,700 Block of COLUMBUS AV,-122.4120043,37.80148647
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,3200 Block of LYON ST,-122.4476886,37.80123928
7/13/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,CENTRAL,"ARREST, BOOKED",600 Block of PACIFIC AV,-122.4054045,37.79702301
7/13/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.4169161,37.78439445
7/13/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,NONE,1200 Block of FOLSOM ST,-122.4108025,37.77432992
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,BUCHANAN ST / PAGE ST,-122.4273604,37.77345385
7/13/2017,MISSING PERSON,FOUND PERSON,Thursday,TARAVAL,NONE,2600 Block of 28TH AV,-122.4851006,37.73828383
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,INGLESIDE,NONE,300 Block of MOULTRIE ST,-122.4157757,37.73968744
7/13/2017,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,0 Block of 8TH ST,-122.4136846,37.77779846
7/13/2017,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,MISSION,NONE,26TH ST / DOUGLASS ST,-122.4381672,37.74783181
7/13/2017,MISSING PERSON,MISSING ADULT,Thursday,PARK,NONE,0 Block of SHRADER ST,-122.4528398,37.77451454
7/13/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,CENTRAL,NONE,600 Block of COMMERCIAL ST,-122.4038846,37.79406251
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,TARAVAL,NONE,2400 Block of 15TH AV,-122.4713592,37.74229066
7/13/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",JONES ST / MARKET ST,-122.4119795,37.78090397
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,SOUTHERN,NONE,MARKET ST / 4TH ST,-122.4058325,37.78574465
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,2500 Block of NORIEGA ST,-122.4909444,37.75354772
7/13/2017,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,NORTHERN,NONE,100 Block of GOUGH ST,-122.4223863,37.77432673
7/13/2017,MISSING PERSON,FOUND PERSON,Thursday,TARAVAL,NONE,2600 Block of 28TH AV,-122.4851006,37.73828383
7/13/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,700 Block of 4TH ST,-122.3945483,37.77666519
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,NONE,1500 Block of 15TH ST,-122.4180376,37.76672648
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,PARK,NONE,1800 Block of GROVE ST,-122.447107,37.77482151
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,SOUTHERN,NONE,5TH ST / HOWARD ST,-122.4049344,37.78149872
7/13/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,MARKET ST / FRANKLIN ST,-122.420255,37.77435817
7/13/2017,NON-CRIMINAL,SEARCH WARRANT SERVICE,Thursday,SOUTHERN,"ARREST, BOOKED",NATOMA ST / MARY ST,-122.4062516,37.78130712
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,1500 Block of 15TH ST,-122.4180376,37.76672648
7/13/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,BAYVIEW,NONE,1600 Block of SHAFTER AV,-122.3913126,37.73130145
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,NORTHERN,NONE,BAKER ST / JEFFERSON ST,-122.4470999,37.80421642
7/13/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,INGLESIDE,"ARREST, BOOKED",0 Block of PHELAN AV,-122.4522897,37.72569336
7/13/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / 2ND ST,-122.4013781,37.78926393
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,NORTHERN,NONE,0 Block of HEMLOCK ST,-122.419203,37.78743783
7/13/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,INGLESIDE,NONE,400 Block of HEARST AV,-122.4477392,37.73074957
7/13/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,SACRAMENTO ST / FRANKLIN ST,-122.4241627,37.79108085
7/13/2017,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,RICHMOND,"ARREST, BOOKED",0 Block of PARSONS ST,-122.4552765,37.77514899
7/13/2017,FRAUD,DEFRAUDING AN INNKEEPER,Thursday,RICHMOND,"ARREST, BOOKED",1800 Block of CLEMENT ST,-122.478986,37.78222927
7/13/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,1400 Block of MISSION ST,-122.4165665,37.77482848
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,HAYES ST / PIERCE ST,-122.4344851,37.77541657
7/13/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,MISSION,NONE,2300 Block of FOLSOM ST,-122.4146955,37.75968618
7/13/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.4058954,37.78673422
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,1000 Block of GREAT HY,-122.5102257,37.76724422
7/13/2017,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073
7/13/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,BAYVIEW,NONE,700 Block of KIRKWOOD AV,-122.3740193,37.72920336
7/13/2017,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,NORTHERN,"ARREST, BOOKED",0 Block of PAGE ST,-122.4216154,37.77424126
7/13/2017,MISSING PERSON,FOUND PERSON,Thursday,TARAVAL,NONE,2600 Block of 28TH AV,-122.4851006,37.73828383
7/13/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,1400 Block of THOMAS AV,-122.3885428,37.72878929
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Thursday,NORTHERN,NONE,0 Block of HEMLOCK ST,-122.419203,37.78743783
7/13/2017,MISSING PERSON,FOUND PERSON,Thursday,PARK,NONE,0 Block of CASTRO ST,-122.4356374,37.76816943
7/13/2017,MISSING PERSON,MISSING ADULT,Thursday,PARK,NONE,2100 Block of GROVE ST,-122.451993,37.77408847
7/13/2017,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,CENTRAL,"ARREST, BOOKED",1100 Block of JACKSON ST,-122.4140334,37.7951452
7/13/2017,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,NORTHERN,"ARREST, BOOKED",2000 Block of GOUGH ST,-122.426002,37.79221244
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,BAYVIEW,NONE,1000 Block of 17TH ST,-122.3953288,37.76527254
7/13/2017,ASSAULT,BATTERY,Thursday,NORTHERN,NONE,1900 Block of POST ST,-122.4343067,37.7849416
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,INGLESIDE,NONE,NAPLES ST / ROLPH ST,-122.4366406,37.71355029
7/13/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / TAYLOR ST,-122.4113284,37.78599631
7/13/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.4072441,37.78656476
7/13/2017,WARRANTS,ENROUTE TO PROBATION OFFICER,Thursday,NORTHERN,"ARREST, BOOKED",1700 Block of UNION ST,-122.4280963,37.79797376
7/13/2017,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,MISSION,NONE,200 Block of POTRERO AV,-122.4075393,37.76642523
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,MISSION,NONE,1500 Block of 15TH ST,-122.4180376,37.76672648
7/13/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,500 Block of MADRID ST,-122.4333476,37.72079754
7/13/2017,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Thursday,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Thursday,NORTHERN,NONE,HAYES ST / GOUGH ST,-122.4229815,37.77688209
7/13/2017,MISSING PERSON,MISSING ADULT,Thursday,MISSION,NONE,3800 Block of 26TH ST,-122.426011,37.74861767
7/13/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,800 Block of HOWARD ST,-122.4037933,37.78232359
7/13/2017,LARCENY/THEFT,PETTY THEFT AUTO STRIP,Thursday,BAYVIEW,NONE,0 Block of LATONA ST,-122.392495,37.73158174
7/13/2017,VANDALISM,VANDALISM OR GRAFFITI ON OR WITHIN 100 FT OF HIGHWAY,Thursday,NORTHERN,NONE,0 Block of HEMLOCK ST,-122.419203,37.78743783
7/13/2017,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.4072441,37.78656476
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,100 Block of LOMITA AV,-122.4728734,37.75749979
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,BAY ST / KEARNY ST,-122.4071493,37.80642673
7/13/2017,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Thursday,INGLESIDE,NONE,200 Block of SAWYER ST,-122.4136843,37.71462649
7/13/2017,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,RICHMOND,"ARREST, BOOKED",1800 Block of CLEMENT ST,-122.478986,37.78222927
7/13/2017,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,BAYVIEW,"ARREST, BOOKED",MARIN ST / ILLINOIS ST,-122.3864286,37.74906696
7/13/2017,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Thursday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101571,37.78429738
7/13/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,300 Block of FREMONT ST,-122.3927612,37.78740785
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,400 Block of FRANCONIA ST,-122.4080623,37.7427199
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,100 Block of WOOD ST,-122.4488485,37.78152563
7/13/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,2200 Block of CESAR CHAVEZ ST,-122.3996887,37.74959484
7/13/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.4058954,37.78673422
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
7/13/2017,ASSAULT,BATTERY,Thursday,MISSION,"ARREST, BOOKED",3100 Block of 16TH ST,-122.4230017,37.76490508
7/13/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,NORTHERN,"ARREST, BOOKED",2000 Block of GOUGH ST,-122.426002,37.79221244
7/13/2017,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Thursday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.4321162,37.78003044
7/13/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,NORTHERN,NONE,LARKIN ST / MCALLISTER ST,-122.4169486,37.78046893
7/13/2017,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,NORTHERN,NONE,500 Block of BUCHANAN ST,-122.4275233,37.77464796
7/13/2017,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,CENTRAL,NONE,1300 Block of TAYLOR ST,-122.4131695,37.79475895
7/13/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4113396,37.78127074
7/13/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,TARAVAL,NONE,200 Block of ORIZABA AV,-122.4625054,37.7128513
7/13/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TARAVAL,NONE,3900 Block of ALEMANY BL,-122.4681053,37.71096391
7/13/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,CENTRAL,NONE,SACRAMENTO ST / JONES ST,-122.4142955,37.79234296
7/13/2017,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4123209,37.78076423
7/13/2017,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,TARAVAL,NONE,3100 Block of ORTEGA ST,-122.4972425,37.7513959
7/13/2017,MISSING PERSON,MISSING ADULT,Thursday,PARK,NONE,400 Block of BAKER ST,-122.4412754,37.77503636
7/13/2017,OTHER OFFENSES,PROBATION VIOLATION,Thursday,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
7/13/2017,NON-CRIMINAL,AIDED CASE,Thursday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,INGLESIDE,NONE,HARRISON ST / PRECITA AV,-122.4116125,37.74688112
7/13/2017,ASSAULT,BATTERY,Thursday,MISSION,NONE,MISSION ST / 18TH ST,-122.4193604,37.7618358
7/13/2017,OTHER OFFENSES,RESISTING ARREST,Thursday,TENDERLOIN,NONE,0 Block of GROVE ST,-122.4156425,37.77883232
7/13/2017,ASSAULT,THREATS AGAINST LIFE,Thursday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.4321162,37.78003044
7/13/2017,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Thursday,CENTRAL,NONE,0 Block of ROSS AL,-122.4072809,37.79549332
7/13/2017,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Thursday,NORTHERN,NONE,HAYES ST / GOUGH ST,-122.4229815,37.77688209
7/13/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,700 Block of MISSION ST,-122.4028436,37.78571847
7/13/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4085951,37.78370693
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,LAGUNA ST / HAIGHT ST,-122.4255146,37.7727341
7/13/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,EGBERT AV / NEWHALL ST,-122.3992712,37.72678092
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / FOLSOM ST,-122.3900942,37.79076386
7/13/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,INGLESIDE,NONE,700 Block of MOULTRIE ST,-122.4160496,37.73543078
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,3100 Block of WEBSTER ST,-122.4342034,37.79940317
7/13/2017,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,SOUTHERN,NONE,ESSEX ST / FOLSOM ST,-122.3956486,37.78637855
7/13/2017,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Thursday,INGLESIDE,NONE,DIAMOND ST / KERN ST,-122.4340509,37.73389005
7/13/2017,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Thursday,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332
7/13/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,800 Block of EDDY ST,-122.4216671,37.78284198
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,"ARREST, BOOKED",600 Block of MASON ST,-122.4102713,37.78950163
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,14TH ST / MISSION ST,-122.4199834,37.76827268
7/13/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,RICHMOND,NONE,GREAT HY / BALBOA ST,-122.5112938,37.77507333
7/13/2017,TRESPASS,TRESPASSING,Thursday,CENTRAL,"ARREST, BOOKED",THE EMBARCADERONORTH ST / BATTERY ST,-122.402039,37.80425681
7/13/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE,YORK ST / 19TH ST,-122.4090334,37.76054216
7/13/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,NONE,ESSEX ST / FOLSOM ST,-122.3956486,37.78637855
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,1400 Block of JOHNFKENNEDY DR,-122.4948369,37.76954941
7/13/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,CENTRAL,NONE,2700 Block of TAYLOR ST,-122.4156428,37.80776249
7/13/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,MASON ST / CHESTNUT ST,-122.4132259,37.80375996
7/13/2017,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,MISSION,NONE,2200 Block of BRYANT ST,-122.4097697,37.75881687
7/13/2017,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,MISSION,NONE,300 Block of POTRERO AV,-122.4075449,37.7651193
7/13/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,TARAVAL,NONE,200 Block of URBANO DR,-122.4668062,37.72545403
7/13/2017,OTHER OFFENSES,POSSESSION OF FIRECRACKERS,Thursday,CENTRAL,"ARREST, BOOKED",1100 Block of LOMBARD ST,-122.4204689,37.80194482
7/13/2017,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,500 Block of MARKET ST,-122.400923,37.78976018
7/13/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,BAYVIEW,NONE,1200 Block of 3RD ST,-122.3895176,37.77246824
7/13/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.4151206,37.78175894
7/13/2017,ASSAULT,BATTERY WITH SERIOUS INJURIES,Thursday,CENTRAL,"ARREST, BOOKED",BAY ST / KEARNY ST,-122.4071493,37.80642673
7/13/2017,ASSAULT,BATTERY,Thursday,INGLESIDE,NONE,5500 Block of MISSION ST,-122.445301,37.71201472
7/13/2017,ASSAULT,THREATS AGAINST LIFE,Thursday,CENTRAL,"ARREST, BOOKED",BAY ST / KEARNY ST,-122.4071493,37.80642673
7/13/2017,NON-CRIMINAL,TARASOFF REPORT,Thursday,RICHMOND,NONE,4100 Block of GEARY BL,-122.4637441,37.78091705
7/13/2017,ASSAULT,THREATS AGAINST LIFE,Thursday,PARK,"ARREST, BOOKED",OFARRELL ST / LYON ST,-122.4438318,37.78187193
7/13/2017,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,CENTRAL,"ARREST, BOOKED",1100 Block of JACKSON ST,-122.4140334,37.7951452
7/13/2017,NON-CRIMINAL,FOUND PROPERTY,Thursday,PARK,NONE,500 Block of ROOSEVELT WY,-122.4451367,37.76225851
7/13/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,MISSION,NONE,1500 Block of BRYANT ST,-122.4107381,37.76752431
7/13/2017,MISSING PERSON,MISSING ADULT,Thursday,NORTHERN,EXCEPTIONAL CLEARANCE,1500 Block of FRANKLIN ST,-122.4235729,37.78852147
7/13/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,BAYVIEW,"ARREST, BOOKED",1600 Block of OAKDALE AV,-122.3914318,37.73528424
7/13/2017,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,MISSION,NONE,1500 Block of BRYANT ST,-122.4107381,37.76752431
7/13/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,23RD ST / VALENCIA ST,-122.4208144,37.75370319
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,PARK,"ARREST, BOOKED",OFARRELL ST / LYON ST,-122.4438318,37.78187193
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,NONE,800 Block of INGERSON AV,-122.3897006,37.717274
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,SOUTHERN,NONE,JUNIPER ST / FOLSOM ST,-122.4134236,37.77234314
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,200 Block of BAY ST,-122.4111355,37.80587011
7/13/2017,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,CENTRAL,"ARREST, BOOKED",BAY ST / KEARNY ST,-122.4071493,37.80642673
7/13/2017,OTHER OFFENSES,CONSPIRACY,Thursday,CENTRAL,"ARREST, BOOKED",1100 Block of LOMBARD ST,-122.4204689,37.80194482
7/13/2017,ASSAULT,BATTERY,Thursday,PARK,"ARREST, BOOKED",900 Block of BUENAVISTAWEST AV,-122.4432416,37.76999411
7/13/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,NORTHERN,NONE,2500 Block of LOMBARD ST,-122.4434794,37.7987907
7/13/2017,OTHER OFFENSES,RESISTING ARREST,Thursday,CENTRAL,"ARREST, BOOKED",1100 Block of LOMBARD ST,-122.4204689,37.80194482
7/13/2017,FRAUD,"FALSE PRETENSES, GRAND THEFT",Thursday,TARAVAL,NONE,2100 Block of 18TH AV,-122.4748818,37.74774469
7/13/2017,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Thursday,INGLESIDE,NONE,MISSION ST / SILVER AV,-122.431295,37.72872979
7/13/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,TARAVAL,NONE,200 Block of URBANO DR,-122.4668062,37.72545403
7/13/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/13/2017,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,NORTHERN,"ARREST, BOOKED",VANNESS AV / GEARY ST,-122.4213958,37.78568434
7/13/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,100 Block of CAROLINA ST,-122.400746,37.76683108
7/13/2017,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,CENTRAL,"ARREST, BOOKED",1100 Block of LOMBARD ST,-122.4204689,37.80194482
7/13/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE,OAK ST / BUCHANAN ST,-122.4275473,37.77438749
7/13/2017,OTHER OFFENSES,RESISTING ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",MARKET ST / 5TH ST,-122.4080683,37.78399168
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4084211,37.78356994
7/13/2017,MISSING PERSON,FOUND PERSON,Thursday,NORTHERN,EXCEPTIONAL CLEARANCE,1500 Block of FRANKLIN ST,-122.4235729,37.78852147
7/13/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,NORTHERN,NONE,800 Block of EDDY ST,-122.4216671,37.78284198
7/13/2017,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,PARK,NONE,HAIGHT ST / CLAYTON ST,-122.4485785,37.76979772
7/13/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,MADDUX AV / TOPEKA AV,-122.3985852,37.73364006
